lead_id,created_date,lead_source,company_size,industry,sales_rep,current_stage,mql_date,demo_booked_date,days_mql_to_demo_booked,demo_completed_date,trial_start_date,closed_date,deal_value,churned
L-2972,2025-04-19,Referral,Startup (1-10),HealthTech,Priya Patel,Lead,,,,,,,0.0,False
L-2973,2025-04-18,Organic Search,Mid-Market (51-200),Marketing,Tom Wilson,MQL,2025-04-22,,,,,,0.0,False
L-2974,2025-10-21,Paid Ads,SMB (11-50),EdTech,Maria Santos,Lead,,,,,,,0.0,False
L-2975,2025-07-31,Paid Ads,Mid-Market (51-200),EdTech,Tom Wilson,Lead,,,,,,,0.0,False
L-2976,2025-10-23,LinkedIn,Enterprise (200+),Logistics,Priya Patel,MQL,2025-10-26,,,,,,0.0,False
L-2977,2026-03-11,LinkedIn,SMB (11-50),SaaS,Alex Thompson,Lead,,,,,,,0.0,False
L-2978,2025-04-30,LinkedIn,SMB (11-50),FinTech,Priya Patel,MQL,2025-05-02,,,,,,0.0,False
L-2979,2025-09-24,Paid Ads,Mid-Market (51-200),SaaS,James Chen,Lead,,,,,,,0.0,False
L-2980,2025-07-07,LinkedIn,SMB (11-50),HealthTech,Alex Thompson,MQL,2025-07-11,,,,,,0.0,False
L-2981,2025-07-26,Paid Ads,SMB (11-50),Marketing,Tom Wilson,Demo Booked,2025-07-28,2025-08-09,12.0,,,,0.0,False
L-2982,2026-03-27,Cold Outreach,Startup (1-10),FinTech,James Chen,Lead,,,,,,,0.0,False
L-2983,2026-03-11,Cold Outreach,Mid-Market (51-200),FinTech,Priya Patel,Lead,,,,,,,0.0,False
L-2984,2026-01-13,LinkedIn,Mid-Market (51-200),Logistics,Alex Thompson,Lead,,,,,,,0.0,False
L-2985,2025-07-02,Organic Search,Startup (1-10),E-commerce,Alex Thompson,Lead,,,,,,,0.0,False
L-2986,2025-08-14,Referral,Startup (1-10),HR Tech,Tom Wilson,Demo Completed,2025-08-15,2025-08-26,11.0,2025-08-27,,,0.0,False
L-2987,2025-08-14,Cold Outreach,Mid-Market (51-200),E-commerce,Maria Santos,Lead,,,,,,,0.0,False
L-2988,2025-05-26,Paid Ads,Mid-Market (51-200),Logistics,Maria Santos,Lead,,,,,,,0.0,False
L-2989,2026-02-11,LinkedIn,SMB (11-50),E-commerce,Alex Thompson,Lead,,,,,,,0.0,False
L-2990,2025-08-14,Organic Search,Mid-Market (51-200),EdTech,Priya Patel,Closed Won,2025-08-17,2025-08-20,3.0,2025-08-22,2025-08-23,2025-09-02,41918.78,False
L-2991,2025-07-19,Referral,Mid-Market (51-200),EdTech,Maria Santos,Closed Won,2025-07-23,2025-07-24,1.0,2025-07-24,2025-07-26,2025-08-25,30865.18,False
L-2992,2025-05-12,Paid Ads,Mid-Market (51-200),Marketing,Priya Patel,Demo Completed,2025-05-14,2025-05-23,9.0,2025-05-24,,,0.0,False
L-2993,2025-11-13,Cold Outreach,Enterprise (200+),HealthTech,James Chen,MQL,2025-11-15,,,,,,0.0,False
L-2994,2025-08-28,Paid Ads,Startup (1-10),HR Tech,Priya Patel,Demo Completed,2025-09-01,2025-09-12,11.0,2025-09-12,,,0.0,False
L-2995,2025-10-09,Paid Ads,SMB (11-50),E-commerce,Tom Wilson,MQL,2025-10-13,,,,,,0.0,False
L-2996,2025-05-19,Referral,Startup (1-10),Logistics,James Chen,Closed Won,2025-05-20,2025-05-24,4.0,2025-05-27,2025-05-29,2025-06-26,2982.61,False
L-2997,2025-11-06,Referral,Mid-Market (51-200),Marketing,Tom Wilson,Demo Completed,2025-11-07,2025-11-08,1.0,2025-11-09,,,0.0,False
L-2998,2025-04-17,Paid Ads,Mid-Market (51-200),Marketing,Tom Wilson,Lead,,,,,,,0.0,False
L-2999,2025-08-31,LinkedIn,Mid-Market (51-200),FinTech,James Chen,MQL,2025-09-01,,,,,,0.0,False
L-3000,2025-05-06,Organic Search,Mid-Market (51-200),HealthTech,Tom Wilson,Lead,,,,,,,0.0,False
L-3001,2026-01-04,Organic Search,SMB (11-50),SaaS,Priya Patel,Demo Completed,2026-01-08,2026-01-09,1.0,2026-01-11,,,0.0,False
L-3002,2025-09-22,Paid Ads,Startup (1-10),Logistics,James Chen,Lead,,,,,,,0.0,False
L-3003,2025-11-03,Organic Search,Startup (1-10),E-commerce,Maria Santos,Demo Completed,2025-11-04,2025-11-14,10.0,2025-11-15,,,0.0,False
L-3004,2025-07-28,Cold Outreach,Startup (1-10),EdTech,Tom Wilson,Lead,,,,,,,0.0,False
L-3005,2025-10-27,LinkedIn,Startup (1-10),HealthTech,Maria Santos,MQL,2025-10-29,,,,,,0.0,False
L-3006,2025-08-08,Paid Ads,Startup (1-10),Marketing,Alex Thompson,MQL,2025-08-10,,,,,,0.0,False
L-3007,2025-09-03,LinkedIn,Startup (1-10),E-commerce,Maria Santos,Closed Lost,2025-09-04,2025-09-06,2.0,2025-09-09,2025-09-10,,0.0,False
L-3008,2025-12-09,Paid Ads,Mid-Market (51-200),HR Tech,Maria Santos,Lead,,,,,,,0.0,False
L-3009,2025-04-17,Paid Ads,SMB (11-50),FinTech,James Chen,MQL,2025-04-22,,,,,,0.0,False
L-3010,2025-08-08,Paid Ads,SMB (11-50),HealthTech,James Chen,Lead,,,,,,,0.0,False
L-3011,2025-08-08,Referral,Startup (1-10),HealthTech,Priya Patel,MQL,2025-08-10,,,,,,0.0,False
L-3012,2025-11-16,Referral,SMB (11-50),SaaS,James Chen,Demo Completed,2025-11-19,2025-11-23,4.0,2025-11-26,,,0.0,False
L-3013,2026-03-02,Paid Ads,Startup (1-10),Marketing,Alex Thompson,Lead,,,,,,,0.0,False
L-3014,2025-05-11,Cold Outreach,Mid-Market (51-200),HR Tech,James Chen,Lead,,,,,,,0.0,False
L-3015,2025-06-30,Organic Search,Startup (1-10),SaaS,James Chen,MQL,2025-07-04,,,,,,0.0,False
L-3016,2025-09-22,LinkedIn,SMB (11-50),HR Tech,Alex Thompson,Demo Completed,2025-09-23,2025-10-06,13.0,2025-10-09,,,0.0,False
L-3017,2025-10-16,Paid Ads,Startup (1-10),HealthTech,Alex Thompson,MQL,2025-10-19,,,,,,0.0,False
L-3018,2025-09-01,Paid Ads,Startup (1-10),EdTech,Tom Wilson,Lead,,,,,,,0.0,False
L-3019,2025-12-04,Organic Search,Startup (1-10),HealthTech,Maria Santos,Lead,,,,,,,0.0,False
L-3020,2025-08-27,Organic Search,SMB (11-50),HR Tech,Alex Thompson,Lead,,,,,,,0.0,False
L-3021,2026-01-15,Organic Search,SMB (11-50),E-commerce,Tom Wilson,Lead,,,,,,,0.0,False
L-3022,2025-12-16,Paid Ads,SMB (11-50),SaaS,Alex Thompson,MQL,2025-12-17,,,,,,0.0,False
L-3023,2025-12-27,Organic Search,SMB (11-50),Marketing,Priya Patel,Lead,,,,,,,0.0,False
L-3024,2026-01-28,LinkedIn,Startup (1-10),Logistics,Priya Patel,Lead,,,,,,,0.0,False
L-3025,2025-07-21,Paid Ads,Mid-Market (51-200),Logistics,Maria Santos,MQL,2025-07-25,,,,,,0.0,False
L-3026,2025-11-20,Organic Search,Mid-Market (51-200),HR Tech,Priya Patel,Demo Booked,2025-11-23,2025-11-25,2.0,,,,0.0,False
L-3027,2025-07-04,Paid Ads,Startup (1-10),HR Tech,Tom Wilson,Lead,,,,,,,0.0,False
L-3028,2025-04-29,LinkedIn,Enterprise (200+),HealthTech,Maria Santos,Lead,,,,,,,0.0,False
L-3029,2026-01-09,LinkedIn,Enterprise (200+),HealthTech,James Chen,Demo Booked,2026-01-11,2026-01-12,1.0,,,,0.0,False
L-3030,2025-07-08,Cold Outreach,Startup (1-10),E-commerce,James Chen,Lead,,,,,,,0.0,False
L-3031,2026-02-10,LinkedIn,Startup (1-10),E-commerce,James Chen,Demo Booked,2026-02-12,2026-02-17,5.0,,,,0.0,False
L-3032,2025-08-11,Cold Outreach,Mid-Market (51-200),Logistics,Tom Wilson,Lead,,,,,,,0.0,False
L-3033,2025-07-07,Referral,Startup (1-10),EdTech,James Chen,MQL,2025-07-12,,,,,,0.0,False
L-3034,2025-06-09,Paid Ads,Startup (1-10),Marketing,Maria Santos,MQL,2025-06-11,,,,,,0.0,False
L-3035,2025-08-08,LinkedIn,Startup (1-10),Logistics,Alex Thompson,Closed Lost,2025-08-13,2025-08-17,4.0,2025-08-17,2025-08-20,,0.0,False
L-3036,2025-08-05,Paid Ads,Startup (1-10),FinTech,Alex Thompson,Lead,,,,,,,0.0,False
L-3037,2025-09-18,Organic Search,Enterprise (200+),E-commerce,Alex Thompson,Lead,,,,,,,0.0,False
L-3038,2025-12-28,Organic Search,Mid-Market (51-200),Logistics,Tom Wilson,Closed Lost,2026-01-01,2026-01-02,1.0,2026-01-03,2026-01-05,,0.0,False
L-3039,2025-09-14,Cold Outreach,Startup (1-10),HealthTech,Tom Wilson,Lead,,,,,,,0.0,False
L-3040,2025-11-28,Cold Outreach,Enterprise (200+),E-commerce,Tom Wilson,Lead,,,,,,,0.0,False
L-3041,2026-03-25,LinkedIn,Startup (1-10),HR Tech,James Chen,MQL,2026-03-27,,,,,,0.0,False
L-3042,2025-05-28,Organic Search,Mid-Market (51-200),E-commerce,Tom Wilson,Demo Completed,2025-06-02,2025-06-05,3.0,2025-06-06,,,0.0,False
L-3043,2025-05-11,Organic Search,SMB (11-50),FinTech,Alex Thompson,Lead,,,,,,,0.0,False
L-3044,2025-06-16,Paid Ads,SMB (11-50),EdTech,Maria Santos,Lead,,,,,,,0.0,False
L-3045,2025-12-07,Paid Ads,Startup (1-10),FinTech,Maria Santos,MQL,2025-12-10,,,,,,0.0,False
L-3046,2025-06-10,Paid Ads,Startup (1-10),HR Tech,Tom Wilson,Lead,,,,,,,0.0,False
L-3047,2025-10-30,Referral,Startup (1-10),Marketing,Priya Patel,Closed Lost,2025-11-03,2025-11-04,1.0,2025-11-07,2025-11-09,,0.0,False
L-3048,2025-12-30,Paid Ads,Mid-Market (51-200),FinTech,Priya Patel,Lead,,,,,,,0.0,False
L-3049,2025-04-07,Paid Ads,Mid-Market (51-200),SaaS,James Chen,Lead,,,,,,,0.0,False
L-3050,2026-03-19,Organic Search,Enterprise (200+),E-commerce,James Chen,Churned,2026-03-23,2026-03-24,1.0,2026-03-26,2026-03-31,2026-04-11,76896.19,True
L-3051,2026-02-19,LinkedIn,SMB (11-50),HealthTech,Tom Wilson,Demo Completed,2026-02-20,2026-02-21,1.0,2026-02-24,,,0.0,False
L-3052,2025-06-06,Paid Ads,Startup (1-10),HealthTech,Tom Wilson,Demo Booked,2025-06-11,2025-06-14,3.0,,,,0.0,False
L-3053,2026-01-20,Cold Outreach,SMB (11-50),FinTech,Alex Thompson,Lead,,,,,,,0.0,False
L-3054,2025-06-22,Paid Ads,SMB (11-50),EdTech,Tom Wilson,Lead,,,,,,,0.0,False
L-3055,2025-06-03,Paid Ads,SMB (11-50),EdTech,Alex Thompson,MQL,2025-06-05,,,,,,0.0,False
L-3056,2025-11-25,Referral,Startup (1-10),E-commerce,Maria Santos,Demo Completed,2025-11-29,2025-12-08,9.0,2025-12-11,,,0.0,False
L-3057,2026-02-02,Organic Search,Startup (1-10),E-commerce,Alex Thompson,Demo Completed,2026-02-07,2026-02-08,1.0,2026-02-11,,,0.0,False
L-3058,2025-12-02,Paid Ads,Enterprise (200+),Logistics,Priya Patel,Demo Completed,2025-12-05,2025-12-13,8.0,2025-12-15,,,0.0,False
L-3059,2025-11-30,Organic Search,SMB (11-50),Logistics,Alex Thompson,MQL,2025-12-04,,,,,,0.0,False
L-3060,2026-02-09,LinkedIn,Startup (1-10),FinTech,James Chen,Lead,,,,,,,0.0,False
L-3061,2026-02-26,Paid Ads,Mid-Market (51-200),Marketing,Tom Wilson,Demo Booked,2026-03-01,2026-03-15,14.0,,,,0.0,False
L-3062,2026-02-02,Referral,Mid-Market (51-200),Marketing,Maria Santos,Closed Lost,2026-02-05,2026-02-09,4.0,2026-02-12,2026-02-19,,0.0,False
L-3063,2025-06-18,LinkedIn,Startup (1-10),Marketing,Tom Wilson,Lead,,,,,,,0.0,False
L-3064,2026-01-30,Paid Ads,Mid-Market (51-200),SaaS,Maria Santos,Lead,,,,,,,0.0,False
L-3065,2026-03-14,LinkedIn,Startup (1-10),FinTech,Maria Santos,Demo Completed,2026-03-18,2026-03-19,1.0,2026-03-21,,,0.0,False
L-3066,2026-01-18,Paid Ads,Enterprise (200+),EdTech,Priya Patel,Lead,,,,,,,0.0,False
L-3067,2025-08-15,Paid Ads,Startup (1-10),HealthTech,Tom Wilson,MQL,2025-08-20,,,,,,0.0,False
L-3068,2025-09-04,Paid Ads,SMB (11-50),Marketing,Priya Patel,MQL,2025-09-09,,,,,,0.0,False
L-3069,2025-10-31,Paid Ads,Mid-Market (51-200),EdTech,Tom Wilson,MQL,2025-11-04,,,,,,0.0,False
L-3070,2026-01-30,LinkedIn,Startup (1-10),EdTech,James Chen,Demo Booked,2026-02-01,2026-02-03,2.0,,,,0.0,False
L-3071,2026-02-04,Organic Search,Startup (1-10),SaaS,James Chen,Demo Completed,2026-02-09,2026-02-10,1.0,2026-02-10,,,0.0,False
L-3072,2025-12-07,Referral,SMB (11-50),HR Tech,Tom Wilson,Demo Completed,2025-12-10,2025-12-11,1.0,2025-12-14,,,0.0,False
L-3073,2025-11-13,Organic Search,Mid-Market (51-200),FinTech,Priya Patel,Lead,,,,,,,0.0,False
L-3074,2025-07-10,LinkedIn,Startup (1-10),SaaS,Tom Wilson,MQL,2025-07-12,,,,,,0.0,False
L-3075,2026-03-10,Organic Search,Startup (1-10),EdTech,James Chen,MQL,2026-03-12,,,,,,0.0,False
L-3076,2026-03-22,Referral,Startup (1-10),HR Tech,Tom Wilson,Demo Booked,2026-03-26,2026-03-27,1.0,,,,0.0,False
L-3077,2025-07-02,Paid Ads,SMB (11-50),SaaS,Maria Santos,Lead,,,,,,,0.0,False
L-3078,2025-08-29,Organic Search,Startup (1-10),E-commerce,James Chen,Lead,,,,,,,0.0,False
L-3079,2025-11-21,Cold Outreach,Startup (1-10),EdTech,James Chen,Demo Completed,2025-11-23,2025-12-03,10.0,2025-12-04,,,0.0,False
L-3080,2026-03-29,Paid Ads,Startup (1-10),FinTech,Priya Patel,Demo Booked,2026-04-01,2026-04-06,5.0,,,,0.0,False
L-3081,2025-06-17,Paid Ads,Enterprise (200+),FinTech,Alex Thompson,MQL,2025-06-20,,,,,,0.0,False
L-3082,2025-10-08,Organic Search,Startup (1-10),E-commerce,Alex Thompson,Lead,,,,,,,0.0,False
L-3083,2025-12-21,Paid Ads,Startup (1-10),FinTech,Priya Patel,MQL,2025-12-22,,,,,,0.0,False
L-3084,2025-09-26,LinkedIn,Mid-Market (51-200),EdTech,Maria Santos,Lead,,,,,,,0.0,False
L-3085,2026-02-10,Paid Ads,Mid-Market (51-200),Marketing,Maria Santos,Lead,,,,,,,0.0,False
L-3086,2025-10-01,Organic Search,SMB (11-50),HR Tech,Alex Thompson,MQL,2025-10-02,,,,,,0.0,False
L-3087,2026-02-18,Organic Search,Mid-Market (51-200),E-commerce,Tom Wilson,Demo Completed,2026-02-21,2026-02-22,1.0,2026-02-22,,,0.0,False
L-3088,2025-09-09,LinkedIn,Mid-Market (51-200),Logistics,James Chen,Demo Completed,2025-09-10,2025-09-11,1.0,2025-09-13,,,0.0,False
L-3089,2026-01-30,Referral,SMB (11-50),EdTech,Priya Patel,Demo Booked,2026-01-31,2026-02-02,2.0,,,,0.0,False
L-3090,2025-04-23,Paid Ads,Mid-Market (51-200),FinTech,Maria Santos,MQL,2025-04-26,,,,,,0.0,False
L-3091,2026-02-02,Organic Search,Startup (1-10),FinTech,James Chen,Demo Completed,2026-02-07,2026-02-08,1.0,2026-02-11,,,0.0,False
L-3092,2025-12-17,Organic Search,Startup (1-10),HealthTech,Priya Patel,MQL,2025-12-22,,,,,,0.0,False
L-3093,2026-01-31,Paid Ads,Mid-Market (51-200),EdTech,Priya Patel,MQL,2026-02-03,,,,,,0.0,False
L-3094,2025-12-31,Referral,SMB (11-50),Logistics,Tom Wilson,Closed Lost,2026-01-04,2026-01-05,1.0,2026-01-08,2026-01-09,,0.0,False
L-3095,2025-06-19,Cold Outreach,Startup (1-10),Marketing,Priya Patel,Lead,,,,,,,0.0,False
L-3096,2025-11-25,Organic Search,SMB (11-50),Marketing,Maria Santos,MQL,2025-11-26,,,,,,0.0,False
L-3097,2026-02-01,Paid Ads,Mid-Market (51-200),HR Tech,Tom Wilson,Lead,,,,,,,0.0,False
L-3098,2025-08-24,Cold Outreach,SMB (11-50),Marketing,Alex Thompson,Lead,,,,,,,0.0,False
L-3099,2025-10-16,Paid Ads,SMB (11-50),HealthTech,Alex Thompson,Demo Booked,2025-10-21,2025-10-25,4.0,,,,0.0,False
L-3100,2025-05-22,Organic Search,Startup (1-10),EdTech,Priya Patel,Demo Booked,2025-05-25,2025-06-04,10.0,,,,0.0,False
L-3101,2025-05-16,LinkedIn,Startup (1-10),Marketing,James Chen,Closed Lost,2025-05-20,2025-05-25,5.0,2025-05-27,2025-06-03,,0.0,False
L-3102,2025-08-02,Paid Ads,SMB (11-50),HR Tech,Priya Patel,Demo Completed,2025-08-04,2025-08-08,4.0,2025-08-09,,,0.0,False
L-3103,2025-04-07,Paid Ads,Startup (1-10),HR Tech,James Chen,Lead,,,,,,,0.0,False
L-3104,2025-08-27,Paid Ads,Mid-Market (51-200),E-commerce,Alex Thompson,MQL,2025-08-28,,,,,,0.0,False
L-3105,2025-04-19,Cold Outreach,Startup (1-10),FinTech,Tom Wilson,Lead,,,,,,,0.0,False
L-3106,2025-12-10,Organic Search,SMB (11-50),SaaS,Tom Wilson,Closed Lost,2025-12-14,2025-12-18,4.0,2025-12-19,2025-12-26,,0.0,False
L-3107,2025-04-16,Paid Ads,SMB (11-50),FinTech,Maria Santos,Lead,,,,,,,0.0,False
L-3108,2025-07-25,Paid Ads,SMB (11-50),Marketing,Tom Wilson,Lead,,,,,,,0.0,False
L-3109,2025-11-11,Organic Search,Enterprise (200+),Marketing,Maria Santos,Lead,,,,,,,0.0,False
L-3110,2025-10-29,Organic Search,Mid-Market (51-200),EdTech,Alex Thompson,Churned,2025-10-31,2025-11-04,4.0,2025-11-07,2025-11-10,2025-11-27,36955.09,True
L-3111,2025-08-25,Paid Ads,Startup (1-10),E-commerce,James Chen,MQL,2025-08-29,,,,,,0.0,False
L-3112,2025-10-02,Organic Search,Mid-Market (51-200),HealthTech,James Chen,Demo Completed,2025-10-05,2025-10-06,1.0,2025-10-07,,,0.0,False
L-3113,2025-10-29,Organic Search,Enterprise (200+),EdTech,Maria Santos,MQL,2025-10-30,,,,,,0.0,False
L-3114,2025-06-05,LinkedIn,Mid-Market (51-200),SaaS,Tom Wilson,Demo Completed,2025-06-10,2025-06-22,12.0,2025-06-25,,,0.0,False
L-3115,2026-02-08,Organic Search,SMB (11-50),HR Tech,Priya Patel,MQL,2026-02-13,,,,,,0.0,False
L-3116,2025-04-08,LinkedIn,Startup (1-10),Marketing,James Chen,MQL,2025-04-11,,,,,,0.0,False
L-3117,2025-05-07,Paid Ads,SMB (11-50),Logistics,James Chen,Demo Completed,2025-05-11,2025-05-12,1.0,2025-05-12,,,0.0,False
L-3118,2025-10-12,LinkedIn,Enterprise (200+),FinTech,James Chen,MQL,2025-10-17,,,,,,0.0,False
L-3119,2025-10-27,Cold Outreach,Mid-Market (51-200),SaaS,Tom Wilson,Demo Booked,2025-10-28,2025-11-03,6.0,,,,0.0,False
L-3120,2025-10-11,LinkedIn,Mid-Market (51-200),E-commerce,Alex Thompson,Lead,,,,,,,0.0,False
L-3121,2025-10-27,Referral,Startup (1-10),Marketing,Priya Patel,Demo Completed,2025-10-29,2025-10-30,1.0,2025-10-31,,,0.0,False
L-3122,2025-04-05,Organic Search,Startup (1-10),HealthTech,Alex Thompson,Lead,,,,,,,0.0,False
L-3123,2025-09-09,Paid Ads,Startup (1-10),SaaS,James Chen,Lead,,,,,,,0.0,False
L-3124,2025-09-07,Organic Search,SMB (11-50),FinTech,Alex Thompson,Demo Booked,2025-09-12,2025-09-26,14.0,,,,0.0,False
L-3125,2025-08-30,LinkedIn,Enterprise (200+),HR Tech,Maria Santos,Lead,,,,,,,0.0,False
L-3126,2025-07-11,Organic Search,SMB (11-50),HealthTech,Maria Santos,MQL,2025-07-14,,,,,,0.0,False
L-3127,2025-11-21,Organic Search,SMB (11-50),E-commerce,James Chen,Demo Completed,2025-11-25,2025-12-07,12.0,2025-12-08,,,0.0,False
L-3128,2026-02-04,Cold Outreach,Startup (1-10),HR Tech,Maria Santos,Lead,,,,,,,0.0,False
L-3129,2026-02-09,Paid Ads,Startup (1-10),SaaS,Priya Patel,MQL,2026-02-11,,,,,,0.0,False
L-3130,2025-04-09,Organic Search,SMB (11-50),FinTech,Priya Patel,MQL,2025-04-13,,,,,,0.0,False
L-3131,2025-04-24,Organic Search,Startup (1-10),HealthTech,Tom Wilson,Demo Completed,2025-04-28,2025-04-29,1.0,2025-05-02,,,0.0,False
L-3132,2025-07-25,Paid Ads,Mid-Market (51-200),E-commerce,Alex Thompson,MQL,2025-07-29,,,,,,0.0,False
L-3133,2025-10-22,Paid Ads,Startup (1-10),Marketing,Tom Wilson,MQL,2025-10-25,,,,,,0.0,False
L-3134,2025-08-08,Organic Search,Mid-Market (51-200),Marketing,Tom Wilson,Demo Completed,2025-08-12,2025-08-23,11.0,2025-08-23,,,0.0,False
L-3135,2025-12-05,Organic Search,SMB (11-50),HealthTech,Priya Patel,Lead,,,,,,,0.0,False
L-3136,2026-01-19,LinkedIn,Startup (1-10),HR Tech,Alex Thompson,Lead,,,,,,,0.0,False
L-3137,2025-12-27,Organic Search,Mid-Market (51-200),FinTech,Priya Patel,Closed Won,2025-12-28,2026-01-02,5.0,2026-01-02,2026-01-03,2026-01-19,20583.93,False
L-3138,2025-08-22,Organic Search,Mid-Market (51-200),Logistics,Priya Patel,MQL,2025-08-24,,,,,,0.0,False
L-3139,2025-10-09,Organic Search,Mid-Market (51-200),Logistics,Alex Thompson,Lead,,,,,,,0.0,False
L-3140,2025-07-18,Paid Ads,Enterprise (200+),HR Tech,Maria Santos,Lead,,,,,,,0.0,False
L-3141,2026-02-11,Organic Search,Enterprise (200+),FinTech,Alex Thompson,Lead,,,,,,,0.0,False
L-3142,2025-07-19,Organic Search,Startup (1-10),Logistics,Alex Thompson,Lead,,,,,,,0.0,False
L-3143,2025-07-30,LinkedIn,Enterprise (200+),HR Tech,Priya Patel,Demo Completed,2025-08-03,2025-08-14,11.0,2025-08-17,,,0.0,False
L-3144,2025-10-10,Paid Ads,Enterprise (200+),EdTech,Tom Wilson,Lead,,,,,,,0.0,False
L-3145,2026-03-04,Cold Outreach,Startup (1-10),E-commerce,Priya Patel,Lead,,,,,,,0.0,False
L-3146,2025-08-02,Organic Search,Mid-Market (51-200),Marketing,Maria Santos,MQL,2025-08-04,,,,,,0.0,False
L-3147,2025-04-18,Cold Outreach,SMB (11-50),Logistics,Priya Patel,Lead,,,,,,,0.0,False
L-3148,2025-07-27,Organic Search,SMB (11-50),HealthTech,Priya Patel,Lead,,,,,,,0.0,False
L-3149,2025-06-09,Organic Search,Startup (1-10),HealthTech,Priya Patel,MQL,2025-06-13,,,,,,0.0,False
L-3150,2025-10-19,Organic Search,SMB (11-50),EdTech,Alex Thompson,MQL,2025-10-21,,,,,,0.0,False
L-3151,2025-08-30,Organic Search,SMB (11-50),FinTech,Maria Santos,Lead,,,,,,,0.0,False
L-3152,2025-07-28,Referral,SMB (11-50),HR Tech,Maria Santos,Demo Booked,2025-07-30,2025-08-11,12.0,,,,0.0,False
L-3153,2025-06-17,LinkedIn,Enterprise (200+),Logistics,Tom Wilson,MQL,2025-06-19,,,,,,0.0,False
L-3154,2025-06-28,LinkedIn,Startup (1-10),FinTech,Tom Wilson,Demo Booked,2025-06-29,2025-07-05,6.0,,,,0.0,False
L-3155,2025-05-07,Paid Ads,SMB (11-50),HealthTech,Priya Patel,Lead,,,,,,,0.0,False
L-3156,2026-02-15,Organic Search,SMB (11-50),Marketing,Tom Wilson,MQL,2026-02-17,,,,,,0.0,False
L-3157,2025-12-28,LinkedIn,Startup (1-10),E-commerce,James Chen,Lead,,,,,,,0.0,False
L-3158,2025-10-25,Referral,SMB (11-50),FinTech,Tom Wilson,Closed Lost,2025-10-27,2025-10-29,2.0,2025-10-29,2025-11-02,,0.0,False
L-3159,2025-11-01,Paid Ads,Enterprise (200+),EdTech,Alex Thompson,Demo Booked,2025-11-03,2025-11-04,1.0,,,,0.0,False
L-3160,2025-10-21,Paid Ads,Startup (1-10),HealthTech,Tom Wilson,Lead,,,,,,,0.0,False
L-3161,2025-06-19,Paid Ads,SMB (11-50),SaaS,Maria Santos,MQL,2025-06-22,,,,,,0.0,False
L-3162,2025-12-16,Referral,SMB (11-50),SaaS,Priya Patel,Closed Lost,2025-12-21,2025-12-25,4.0,2025-12-26,2026-01-02,,0.0,False
L-3163,2025-09-23,Paid Ads,SMB (11-50),SaaS,James Chen,Demo Completed,2025-09-28,2025-10-10,12.0,2025-10-11,,,0.0,False
L-3164,2025-07-05,Paid Ads,Mid-Market (51-200),EdTech,James Chen,MQL,2025-07-10,,,,,,0.0,False
L-3165,2026-02-17,Paid Ads,SMB (11-50),Marketing,James Chen,MQL,2026-02-22,,,,,,0.0,False
L-3166,2025-09-06,Paid Ads,Enterprise (200+),HealthTech,Maria Santos,Lead,,,,,,,0.0,False
L-3167,2026-02-04,Paid Ads,Startup (1-10),Marketing,Maria Santos,Lead,,,,,,,0.0,False
L-3168,2025-09-18,Paid Ads,SMB (11-50),HR Tech,Maria Santos,MQL,2025-09-21,,,,,,0.0,False
L-3169,2025-12-03,Referral,Mid-Market (51-200),Logistics,James Chen,Demo Completed,2025-12-08,2025-12-11,3.0,2025-12-13,,,0.0,False
L-3170,2025-07-01,Cold Outreach,SMB (11-50),HealthTech,Priya Patel,Lead,,,,,,,0.0,False
L-3171,2025-06-14,Cold Outreach,SMB (11-50),FinTech,James Chen,Demo Completed,2025-06-19,2025-06-26,7.0,2025-06-29,,,0.0,False
L-3172,2025-10-01,Paid Ads,SMB (11-50),SaaS,Tom Wilson,Lead,,,,,,,0.0,False
L-3173,2026-01-14,LinkedIn,SMB (11-50),EdTech,Maria Santos,Lead,,,,,,,0.0,False
L-3174,2026-03-16,LinkedIn,Startup (1-10),HR Tech,Alex Thompson,Demo Completed,2026-03-17,2026-03-28,11.0,2026-03-29,,,0.0,False
L-3175,2025-11-07,Organic Search,Enterprise (200+),Logistics,Priya Patel,Demo Completed,2025-11-09,2025-11-12,3.0,2025-11-12,,,0.0,False
L-3176,2026-03-25,Organic Search,Enterprise (200+),FinTech,Tom Wilson,MQL,2026-03-27,,,,,,0.0,False
L-3177,2025-06-27,Cold Outreach,SMB (11-50),HR Tech,James Chen,Lead,,,,,,,0.0,False
L-3178,2025-06-27,Paid Ads,SMB (11-50),SaaS,Maria Santos,Lead,,,,,,,0.0,False
L-3179,2026-01-04,Paid Ads,SMB (11-50),EdTech,Alex Thompson,Demo Completed,2026-01-06,2026-01-08,2.0,2026-01-08,,,0.0,False
L-3180,2026-03-16,Paid Ads,SMB (11-50),HealthTech,Priya Patel,Lead,,,,,,,0.0,False
L-3181,2025-09-15,Organic Search,Mid-Market (51-200),SaaS,Priya Patel,MQL,2025-09-20,,,,,,0.0,False
L-3182,2025-10-04,Paid Ads,SMB (11-50),FinTech,Maria Santos,Lead,,,,,,,0.0,False
L-3183,2025-08-10,Paid Ads,Startup (1-10),Marketing,Tom Wilson,Lead,,,,,,,0.0,False
L-3184,2025-04-07,Paid Ads,Mid-Market (51-200),SaaS,Maria Santos,MQL,2025-04-08,,,,,,0.0,False
